months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,days_since_policy,unknown_property_damage,unknown_collision_type,unknown_police_report_but_severe_damage,high_claim_without_witnesses,multi_vehicles_no_injury,no_police_report_but_severe_damage,zip_prefix,auto_make_model
35,35,IL,100/300,2000,1117.42,0,FEMALE,PhD,protective-serv,kayaking,not-in-family,0,-51900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,23,3,NO,2,2,NO,53190,5910,11820,35460,1996,0,4540,0,0,0,0,0,0,446,Volkswagen_Jetta
460,57,OH,100/300,2000,1567.37,0,FEMALE,JD,craft-repair,skydiving,husband,62500,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Riverwood,10,1,,2,3,NO,58300,5830,11660,40810,2014,1,6309,1,0,0,0,0,1,602,Nissan_Maxima
195,38,IL,500/1000,2000,1294.93,6000000,MALE,MD,tech-support,video-games,unmarried,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,Springfield,12,3,YES,1,2,NO,64620,7180,0,57440,2003,0,7942,0,0,0,0,0,0,477,Dodge_Neon
360,51,IL,250/500,1000,1152.12,0,MALE,PhD,armed-forces,hiking,not-in-family,0,-62400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,15,3,NO,2,0,YES,90480,15080,15080,60320,2000,0,6783,0,0,0,1,0,0,434,BMW_X6
300,49,IL,100/300,1000,1441.21,0,FEMALE,PhD,farming-fishing,kayaking,wife,0,0,Vehicle Theft,,Trivial Damage,UNKNOWN,SC,Columbus,3,1,NO,1,0,NO,7080,1180,1180,4720,2001,0,6958,0,1,0,0,0,0,609,Nissan_Maxima
245,42,IL,500/1000,1000,1575.74,7000000,MALE,JD,exec-managerial,chess,other-relative,0,-68900,Parked Car,,Minor Damage,Police,PA,Springfield,19,1,,2,2,,6490,590,1180,4720,2011,1,4602,1,1,0,0,0,0,614,Toyota_Camry
146,36,OH,500/1000,2000,1233.96,0,FEMALE,Masters,other-service,golf,other-relative,34500,-60600,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Hillsdale,16,3,NO,1,1,NO,55900,5590,5590,44720,2015,0,664,0,0,0,0,0,1,606,Nissan_Ultima
67,29,IL,250/500,1000,1861.43,0,MALE,High School,adm-clerical,polo,husband,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,NO,0,3,YES,63800,6380,6380,51040,1998,1,7003,0,0,0,0,0,0,461,Saab_92x
380,56,OH,100/300,1000,1570.86,0,MALE,MD,farming-fishing,cross-fit,other-relative,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,10,1,,0,1,YES,58160,7270,7270,43620,1996,1,3714,1,0,0,0,0,0,454,Saab_95
389,53,IL,500/1000,2000,791.47,0,MALE,Masters,armed-forces,chess,unmarried,0,0,Vehicle Theft,,Minor Damage,Police,NC,Riverwood,6,1,NO,1,2,NO,6300,630,1260,4410,2001,1,6130,0,1,0,0,0,0,477,Mercedes_C300
317,46,IN,250/500,1000,1012.78,0,MALE,MD,sales,yachting,other-relative,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Arlington,18,1,NO,2,1,NO,104610,19020,19020,66570,1999,1,5667,0,0,0,0,0,1,469,Mercedes_ML350
264,44,IL,100/300,500,1047.06,6000000,MALE,College,exec-managerial,sleeping,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,20,3,NO,0,2,NO,69850,12700,6350,50800,1999,0,1811,0,0,0,0,1,1,443,Ford_Fusion
20,21,OH,250/500,1000,1390.29,0,FEMALE,Masters,priv-house-serv,polo,other-relative,0,-41200,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,14,1,NO,0,0,,62900,12580,6290,44030,2006,0,3636,0,0,0,0,0,0,479,Accura_MDX
116,30,IN,500/1000,500,951.46,0,MALE,JD,handlers-cleaners,golf,not-in-family,0,-35500,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,8,3,NO,0,3,,59670,6630,6630,46410,2004,1,4811,0,0,1,0,1,0,467,Volkswagen_Passat
222,40,IL,100/300,1000,1226.78,0,MALE,JD,armed-forces,camping,unmarried,49600,-49200,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,17,2,YES,2,0,,81500,16300,8150,57050,2013,0,759,0,0,0,1,0,0,468,BMW_3 Series
439,56,OH,100/300,500,1280.9,0,MALE,High School,armed-forces,video-games,own-child,48900,-40900,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,9,1,NO,2,0,,50000,15000,5000,30000,2009,0,6473,0,0,0,0,0,0,604,Jeep_Wrangler
66,28,IN,100/300,2000,1472.77,0,MALE,Associate,adm-clerical,exercise,husband,0,-31700,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,0,1,,2,1,,48290,8780,8780,30730,1995,0,7692,1,0,1,0,0,0,471,Nissan_Maxima
128,29,OH,500/1000,1000,1878.44,0,MALE,High School,other-service,golf,husband,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,2,1,NO,0,0,,59070,5370,5370,48330,2003,0,1569,0,0,1,0,0,0,450,Chevrolet_Malibu
69,24,IN,500/1000,500,1418.5,0,FEMALE,High School,armed-forces,yachting,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,23,3,,0,0,NO,63300,12660,6330,44310,2012,0,8265,1,0,0,0,1,0,614,Dodge_RAM
294,46,IL,100/300,500,1532.8,0,MALE,College,prof-specialty,exercise,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,8,1,NO,0,3,YES,65780,11960,11960,41860,2013,0,1727,0,0,0,0,0,0,473,Mercedes_ML350
19,29,OH,250/500,500,1304.35,0,MALE,JD,transport-moving,cross-fit,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,6,3,NO,0,2,,75400,11600,11600,52200,2005,1,4502,0,0,1,0,1,0,617,Dodge_Neon
191,33,OH,500/1000,2000,1551.61,0,MALE,High School,armed-forces,movies,unmarried,45000,-30400,Vehicle Theft,,Minor Damage,UNKNOWN,WV,Arlington,3,1,YES,1,1,NO,2250,250,250,1750,2005,0,2553,0,1,0,0,0,0,470,Toyota_Corolla
4,39,IL,100/300,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,reading,unmarried,64200,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,14,3,YES,1,3,,54120,4510,9020,40590,2007,0,6704,0,0,0,0,0,0,450,Jeep_Grand Cherokee
298,49,OH,250/500,500,862.92,0,MALE,MD,machine-op-inspct,camping,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,16,3,NO,0,2,NO,69480,11580,11580,46320,2007,0,6151,0,0,0,0,1,1,448,Saab_95
231,43,IN,100/300,2000,1331.69,0,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,12,1,,1,2,NO,66950,10300,10300,46350,2015,0,1763,1,0,0,0,0,0,469,Chevrolet_Malibu
338,47,OH,250/500,2000,1486.04,0,FEMALE,Associate,armed-forces,board-games,own-child,0,-56200,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,1,3,NO,2,3,,64100,12820,6410,44870,2014,1,2546,0,0,1,0,0,0,615,Dodge_RAM
261,46,IN,100/300,1000,870.55,0,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,19,1,,0,3,,80280,13380,13380,53520,2013,0,5252,1,0,0,0,0,0,465,Chevrolet_Tahoe
321,44,IL,500/1000,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,hiking,husband,0,-39100,Vehicle Theft,,Trivial Damage,Police,NY,Northbend,7,1,,1,2,NO,4680,520,0,4160,1999,0,2486,1,1,0,0,0,0,443,Accura_MDX
0,32,OH,500/1000,1000,1377.04,0,MALE,College,tech-support,base-jumping,wife,61400,-41100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,6,4,,1,1,NO,39720,6620,6620,26480,2002,0,1429,1,0,0,0,0,0,441,Accura_MDX
405,58,IL,250/500,500,1237.88,0,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,11,1,,0,0,,63580,5780,5780,52020,1997,1,994,1,0,1,0,0,0,462,Mercedes_ML350
304,49,IN,100/300,1000,1525.86,0,FEMALE,PhD,craft-repair,camping,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,2,1,YES,1,1,YES,73370,13340,6670,53360,2013,0,4866,0,0,0,0,0,0,463,Saab_95
1,29,OH,500/1000,500,854.58,0,FEMALE,JD,craft-repair,paintball,other-relative,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,15,1,,2,3,YES,86790,7890,23670,55230,2003,0,3144,1,0,0,0,0,0,612,Honda_CRV
26,39,IN,250/500,1000,770.76,0,MALE,Masters,tech-support,sleeping,husband,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,0,1,NO,0,2,,49800,9960,4980,34860,2015,0,8420,0,0,1,0,0,0,433,Mercedes_ML350
202,38,IL,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,12,1,YES,1,1,NO,77440,7040,14080,56320,2005,0,2202,0,0,0,0,0,1,616,Nissan_Ultima
289,48,IL,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1,1,,1,0,,42900,8580,0,34320,1999,0,7073,1,0,1,0,0,0,461,Accura_TL
61,26,OH,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,16,2,YES,1,0,NO,53820,11960,5980,35880,2015,1,1294,0,0,0,0,0,1,475,Ford_F150
334,46,IL,100/300,1000,876.88,6000000,MALE,MD,sales,reading,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,2,1,NO,2,1,NO,57330,12740,6370,38220,1998,0,728,0,0,0,0,0,0,454,Jeep_Grand Cherokee
12,24,IL,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,13,3,NO,2,1,,53370,5930,5930,41510,2011,0,7383,0,0,0,0,0,0,464,Nissan_Ultima
86,29,IL,100/300,2000,1409.06,0,MALE,High School,prof-specialty,yachting,husband,74200,-68100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,0,1,NO,2,2,YES,62920,9680,14520,38720,2005,0,153,0,0,0,0,0,0,610,Accura_MDX
83,24,IN,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,0,3,,0,1,NO,61600,6160,12320,43120,2003,0,3337,1,0,0,0,1,1,462,Honda_CRV
126,30,IL,500/1000,2000,916.13,0,MALE,College,sales,golf,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,16,3,YES,2,0,NO,74160,6180,12360,55620,2002,0,5963,0,0,0,0,0,1,431,Mercedes_E400
209,38,OH,250/500,500,1191.5,0,MALE,High School,priv-house-serv,reading,husband,38600,-52900,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,8,1,NO,2,0,,80100,8900,8900,62300,2015,0,1829,0,0,1,0,0,0,442,Audi_A3
283,48,OH,500/1000,1000,1474.66,0,FEMALE,JD,sales,paintball,husband,0,-46200,Parked Car,,Trivial Damage,Police,NY,Hillsdale,9,1,,2,3,NO,6560,820,820,4920,2003,0,4427,1,1,0,0,0,0,446,Volkswagen_Jetta
194,34,IL,250/500,1000,1193.45,0,MALE,JD,other-service,hiking,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,11,1,,2,1,YES,58800,11760,5880,41160,1997,0,3897,1,0,0,0,0,0,464,Nissan_Pathfinder
184,38,IL,250/500,1000,1437.53,0,FEMALE,College,transport-moving,chess,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,6,3,,0,2,NO,53730,11940,5970,35820,2013,1,7448,1,0,0,0,1,0,437,Dodge_RAM
479,60,IL,100/300,2000,1304.83,0,FEMALE,College,other-service,cross-fit,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,18,1,NO,0,0,NO,60600,5050,10100,45450,2001,0,6395,0,0,0,0,0,1,473,Honda_Civic
284,48,OH,250/500,1000,1168.8,0,FEMALE,JD,tech-support,movies,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,11,1,,0,3,YES,35750,6500,3250,26000,2001,0,8765,1,0,0,0,0,0,444,Mercedes_E400
65,27,IN,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,exercise,wife,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,17,1,,1,2,YES,42840,3570,7140,32130,2004,0,4858,1,0,0,0,0,0,477,Chevrolet_Silverado
222,39,IL,250/500,1000,1232.72,0,MALE,High School,armed-forces,hiking,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,21,3,,1,0,NO,87960,14660,14660,58640,1999,1,1126,1,0,0,1,0,1,458,Jeep_Wrangler
196,41,IL,250/500,2000,1800.76,0,MALE,JD,protective-serv,camping,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,0,3,NO,1,0,NO,47800,4780,4780,38240,2009,0,4941,0,0,0,0,0,0,441,Jeep_Grand Cherokee
253,43,IL,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,Vehicle Theft,,Trivial Damage,Police,NY,Northbrook,9,1,NO,0,1,,3840,640,640,2560,2014,0,8580,0,1,0,0,0,0,613,Chevrolet_Tahoe
280,43,IN,100/300,1000,1559.34,0,MALE,JD,transport-moving,hiking,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1,1,NO,0,2,,77000,14000,7000,56000,2004,0,938,0,0,1,0,0,0,448,Accura_RSX
5,26,IL,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,22,1,YES,1,3,,88110,16020,16020,56070,2003,0,182,0,0,1,0,0,0,468,Audi_A5
220,42,IN,100/300,1000,1281.72,0,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,20,4,NO,0,2,YES,47740,4340,4340,39060,2005,0,7494,0,0,0,0,1,0,619,Honda_Civic
85,30,OH,100/300,1000,796.35,0,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,9,3,YES,2,1,YES,58960,5360,10720,42880,2004,0,4821,0,0,0,0,0,0,614,Ford_F150
266,46,OH,250/500,500,1270.02,0,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800,Parked Car,,Minor Damage,Police,NC,Northbrook,5,1,NO,1,2,,2160,480,240,1440,2004,0,9066,0,1,0,0,0,0,456,Toyota_Corolla
41,26,IL,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,Vehicle Theft,,Trivial Damage,Police,SC,Riverwood,12,1,YES,1,1,,6890,530,1060,5300,1997,0,3259,0,1,0,0,0,0,618,Jeep_Grand Cherokee
316,45,IL,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,6,3,NO,2,0,YES,78870,7170,14340,57360,2013,0,416,0,0,0,0,0,0,430,Suburu_Legacy
285,47,IN,100/300,1000,1216.68,0,FEMALE,Masters,sales,basketball,other-relative,55100,0,Vehicle Theft,,Trivial Damage,Police,SC,Columbus,8,1,NO,1,1,NO,2700,300,300,2100,2013,0,8499,0,1,0,0,0,0,610,Ford_F150
379,54,IL,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,14,1,,0,1,NO,75960,6330,6330,63300,2010,0,4798,1,0,0,0,0,1,447,Jeep_Grand Cherokee
15,34,IN,250/500,2000,1586.41,0,FEMALE,High School,sales,video-games,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,10,1,YES,1,3,,75570,6870,13740,54960,2010,1,3575,0,0,1,0,0,0,608,BMW_X5
354,48,IL,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,12,1,,2,3,YES,90240,15040,15040,60160,1995,0,4288,1,0,0,0,0,0,469,Chevrolet_Malibu
342,53,IN,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,12,1,,0,0,NO,80960,14720,7360,58880,2000,0,3360,1,0,0,0,0,1,602,Accura_MDX
169,38,IL,100/300,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,12,3,NO,1,3,YES,79080,6590,13180,59310,2012,0,3670,0,0,0,0,0,0,459,Mercedes_C300
339,49,IN,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,Vehicle Theft,,Minor Damage,UNKNOWN,SC,Columbus,13,1,NO,0,3,NO,6820,1240,620,4960,2009,0,7643,0,1,0,0,0,0,441,Mercedes_ML350
259,42,OH,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,17,3,NO,1,2,YES,62590,5690,11380,45520,2006,0,6929,0,0,0,0,0,0,465,Nissan_Pathfinder
65,23,OH,250/500,1000,1099.95,0,FEMALE,College,sales,dancing,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,14,1,NO,1,0,YES,52400,6550,6550,39300,2005,1,5513,0,0,0,0,0,0,473,Accura_MDX
254,46,IL,250/500,2000,1472.43,0,MALE,MD,tech-support,basketball,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,3,3,,1,3,YES,63580,5780,11560,46240,2004,0,3831,1,0,0,0,0,0,619,Volkswagen_Jetta
440,55,IL,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,18,3,YES,2,1,NO,61400,6140,6140,49120,1995,0,807,0,0,0,0,0,0,602,Nissan_Ultima
478,63,IL,250/500,1000,1292.3,0,MALE,High School,adm-clerical,paintball,own-child,47600,0,Parked Car,,Minor Damage,UNKNOWN,VA,Northbend,5,1,YES,1,3,NO,4700,940,470,3290,2007,1,2063,0,1,0,0,0,0,479,Dodge_Neon
230,44,IN,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,19,1,NO,0,2,YES,74140,13480,13480,47180,2015,0,5349,0,0,0,0,0,0,442,BMW_X5
138,30,OH,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,reading,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,0,1,,2,2,NO,83160,6930,13860,62370,2011,0,4745,1,0,0,0,0,1,463,Volkswagen_Jetta
239,41,OH,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,Parked Car,,Trivial Damage,Police,NC,Arlington,22,1,,0,2,YES,10790,1660,830,8300,2013,0,464,1,1,0,0,0,0,474,Mercedes_E400
93,31,IL,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,21,3,YES,1,3,NO,48070,8740,8740,30590,2014,0,2591,0,0,0,0,0,1,431,Saab_92x
37,25,OH,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,4,3,YES,0,0,YES,51030,5670,11340,34020,1996,0,4344,0,0,0,0,1,0,617,Suburu_Impreza
254,40,IN,100/300,500,1927.87,0,MALE,MD,prof-specialty,yachting,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,10,1,YES,0,1,,43280,0,5410,37870,1996,1,7533,0,0,0,0,0,0,609,Honda_Civic
131,29,IN,250/500,1000,978.27,0,FEMALE,Associate,sales,paintball,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,5,1,,1,3,NO,76400,15280,7640,53480,2003,0,579,1,0,0,0,0,1,479,Suburu_Forrestor
230,43,IN,100/300,2000,1221.14,0,MALE,MD,prof-specialty,board-games,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,13,1,,0,2,,75460,13720,13720,48020,2002,0,4574,1,0,1,0,0,0,473,Audi_A5
313,50,OH,100/300,2000,1255.62,0,MALE,MD,armed-forces,polo,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,18,3,YES,2,1,YES,69000,13800,6900,48300,1995,1,3869,0,0,0,0,0,0,603,Ford_F150
210,38,IN,250/500,500,999.52,0,MALE,JD,tech-support,golf,other-relative,0,0,Vehicle Theft,,Minor Damage,Police,VA,Springfield,6,1,,1,2,NO,8640,1440,720,6480,2008,0,5869,1,1,0,0,0,0,615,Accura_TL
101,29,OH,250/500,500,1380.89,0,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,0,3,,2,1,,67210,12220,12220,42770,1996,0,181,1,0,0,0,0,0,620,BMW_X6
153,37,IN,500/1000,500,1010.77,0,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,5,3,,0,3,NO,42500,4250,4250,34000,1999,0,3354,1,0,0,0,1,1,438,Volkswagen_Jetta
337,53,OH,100/300,500,1205.86,0,MALE,Associate,armed-forces,basketball,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,8,1,YES,0,1,NO,86400,14400,7200,64800,2001,0,5386,0,0,0,0,0,0,444,Accura_RSX
360,51,IL,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,Vehicle Theft,,Minor Damage,Police,SC,Hillsdale,5,1,YES,2,2,,4620,840,840,2940,2009,1,4813,0,1,0,0,0,0,471,Dodge_RAM
428,53,IL,100/300,1000,1496.44,0,FEMALE,High School,tech-support,camping,unmarried,0,0,Parked Car,,Trivial Damage,Police,NC,Springfield,9,1,YES,2,2,NO,6930,630,1260,5040,2013,0,286,0,1,0,0,0,0,616,Honda_CRV
204,40,IL,100/300,500,1256.2,0,FEMALE,JD,sales,hiking,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,10,3,YES,1,2,YES,41700,8340,8340,25020,2013,0,8746,0,0,0,0,0,0,448,Saab_95
364,51,IL,100/300,500,1268.35,0,MALE,Masters,transport-moving,board-games,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,16,1,YES,2,1,NO,77330,14060,14060,49210,2014,1,8292,0,0,0,0,0,1,478,Volkswagen_Jetta
185,35,IN,500/1000,2000,1421.59,0,MALE,College,other-service,sleeping,own-child,0,0,Vehicle Theft,,Trivial Damage,Police,WV,Arlington,8,1,,2,3,YES,4950,900,450,3600,2011,0,5446,1,1,0,0,0,0,442,Ford_F150
63,26,IL,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,polo,own-child,0,-36500,Vehicle Theft,,Minor Damage,Police,NC,Northbrook,5,1,NO,0,2,YES,5160,860,860,3440,2004,0,7064,0,1,0,0,0,0,613,Accura_TL
210,35,IL,100/300,500,1433.24,0,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,11,3,NO,2,1,,24570,2730,2730,19110,2006,1,303,0,0,1,0,0,0,476,Saab_95
194,38,IN,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,15,3,,1,0,,53680,4880,9760,39040,2011,0,1443,1,0,0,0,0,0,604,Toyota_Camry
294,49,IN,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,23,3,YES,1,1,YES,42900,3900,3900,35100,2010,0,6949,0,0,0,0,0,0,442,Chevrolet_Malibu
272,41,OH,250/500,2000,945.73,5000000,MALE,MD,protective-serv,chess,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,23,1,NO,0,0,NO,84100,16820,8410,58870,2009,1,8703,0,0,0,1,0,0,435,Ford_Escape
27,27,IN,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,23,1,,1,3,,61560,6840,6840,47880,2008,0,4625,1,0,1,0,0,0,470,Ford_Fusion
251,39,IN,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,10,1,YES,0,0,,44240,5530,5530,33180,1997,0,5753,0,0,0,0,0,0,612,Dodge_RAM
180,33,IN,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,12,4,,2,3,YES,57700,11540,5770,40390,2002,0,2128,1,0,0,0,0,0,441,Jeep_Grand Cherokee
392,50,OH,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,4,1,NO,2,2,YES,108030,16620,16620,74790,2002,0,8546,0,0,0,0,0,0,431,Saab_92x
